ArtistName,AlbumName,TrackName
Led Zeppelin,Led Zeppelin I,Dazed and Confused
Led Zeppelin,Led Zeppelin I,Your Time Is Gonna Come
Led Zeppelin,Led Zeppelin I,Black Mountain Side
Led Zeppelin,Led Zeppelin I,Communication Breakdown
Led Zeppelin,Led Zeppelin I,I Can't Quit You Baby
Led Zeppelin,Led Zeppelin I,How Many More Times
Led Zeppelin,Led Zeppelin II,Whole Lotta Love
Led Zeppelin,Led Zeppelin II,What Is And What Should Never Be
Led Zeppelin,Led Zeppelin II,The Lemon Song
Led Zeppelin,Led Zeppelin II,Thank You
Led Zeppelin,Led Zeppelin II,Heartbreaker
Led Zeppelin,Led Zeppelin II,Living Loving Maid (She's Just A Woman)
Led Zeppelin,Led Zeppelin II,Ramble On
Led Zeppelin,Led Zeppelin II,Moby Dick
Led Zeppelin,Led Zeppelin II,Bring It On Home
Led Zeppelin,Led Zeppelin III,Immigrant Song
Led Zeppelin,Led Zeppelin III,Friends
Led Zeppelin,Led Zeppelin III,Celebration Day
Led Zeppelin,Led Zeppelin III,Since I've Been Loving You
Led Zeppelin,Led Zeppelin III,Out On The Tiles
Led Zeppelin,Led Zeppelin III,Gallows Pole
Led Zeppelin,Led Zeppelin III,Tangerine
Led Zeppelin,Led Zeppelin III,That's The Way
Led Zeppelin,Led Zeppelin III,Bron-Y-Aur Stomp
Led Zeppelin,Led Zeppelin III,Hats Off To (Roy) Harper
Led Zeppelin,Physical Graffiti [Disc 2],In The Light
Led Zeppelin,Physical Graffiti [Disc 2],Bron-Yr-Aur
Led Zeppelin,Physical Graffiti [Disc 2],Down By The Seaside
Led Zeppelin,Physical Graffiti [Disc 2],Ten Years Gone
Led Zeppelin,Physical Graffiti [Disc 2],Night Flight
Led Zeppelin,Physical Graffiti [Disc 2],The Wanton Song
Led Zeppelin,Physical Graffiti [Disc 2],Boogie With Stu
Led Zeppelin,Physical Graffiti [Disc 2],Black Country Woman
Led Zeppelin,Physical Graffiti [Disc 2],Sick Again
Led Zeppelin,Presence,Achilles Last Stand
Led Zeppelin,Presence,For Your Life
Led Zeppelin,Presence,Royal Orleans
Led Zeppelin,Presence,Nobody's Fault But Mine
Led Zeppelin,Presence,Candy Store Rock
Led Zeppelin,Presence,Hots On For Nowhere
Led Zeppelin,Presence,Tea For One
Led Zeppelin,The Song Remains The Same (Disc 1),Rock & Roll
Led Zeppelin,The Song Remains The Same (Disc 1),Celebration Day
Led Zeppelin,The Song Remains The Same (Disc 1),The Song Remains The Same
Led Zeppelin,The Song Remains The Same (Disc 1),Rain Song
Led Zeppelin,The Song Remains The Same (Disc 1),Dazed And Confused
Led Zeppelin,The Song Remains The Same (Disc 2),No Quarter
Led Zeppelin,The Song Remains The Same (Disc 2),Stairway To Heaven
Led Zeppelin,The Song Remains The Same (Disc 2),Moby Dick
Led Zeppelin,The Song Remains The Same (Disc 2),Whole Lotta Love
Frank Zappa & Captain Beefheart,Bongo Fury,Debra Kadabra
Frank Zappa & Captain Beefheart,Bongo Fury,Carolina Hard-Core Ecstasy
Frank Zappa & Captain Beefheart,Bongo Fury,Sam With The Showing Scalp Flat Top
Frank Zappa & Captain Beefheart,Bongo Fury,Poofter's Froth Wyoming Plans Ahead
Frank Zappa & Captain Beefheart,Bongo Fury,200 Years Old
Frank Zappa & Captain Beefheart,Bongo Fury,Cucamonga
Frank Zappa & Captain Beefheart,Bongo Fury,Advance Romance
Frank Zappa & Captain Beefheart,Bongo Fury,Man With The Woman Head
Frank Zappa & Captain Beefheart,Bongo Fury,Muffin Man
Marcos Valle,Chill: Brazil (Disc 1),Guanabara
Marcos Valle,Chill: Brazil (Disc 1),Mas Que Nada
Marcos Valle,Chill: Brazil (Disc 1),Vôo Sobre o Horizonte
Marcos Valle,Chill: Brazil (Disc 1),A Paz
Marcos Valle,Chill: Brazil (Disc 1),Wave (Vou te Contar)
Marcos Valle,Chill: Brazil (Disc 1),Água de Beber
Marcos Valle,Chill: Brazil (Disc 1),Samba da Bençaco
Marcos Valle,Chill: Brazil (Disc 1),Pode Parar
Marcos Valle,Chill: Brazil (Disc 1),Menino do Rio
Marcos Valle,Chill: Brazil (Disc 1),Ando Meio Desligado
Marcos Valle,Chill: Brazil (Disc 1),Mistério da Raça
Marcos Valle,Chill: Brazil (Disc 1),All Star
Marcos Valle,Chill: Brazil (Disc 1),Menina Bonita
Marcos Valle,Chill: Brazil (Disc 1),Pescador de Ilusões
Marcos Valle,Chill: Brazil (Disc 1),À Vontade (Live Mix)
Marcos Valle,Chill: Brazil (Disc 1),Maria Fumaça
Marcos Valle,Chill: Brazil (Disc 1),Sambassim (dj patife remix)
Milton Nascimento & Bebeto,,
Azymuth,,
Gilberto Gil,As Canções de Eu Tu Eles,Óia Eu Aqui De Novo
Gilberto Gil,As Canções de Eu Tu Eles,Baião Da Penha
Gilberto Gil,As Canções de Eu Tu Eles,Esperando Na Janela
Gilberto Gil,As Canções de Eu Tu Eles,Juazeiro
Gilberto Gil,As Canções de Eu Tu Eles,Último Pau-De-Arara
Gilberto Gil,As Canções de Eu Tu Eles,Asa Branca
Gilberto Gil,As Canções de Eu Tu Eles,Qui Nem Jiló
Gilberto Gil,As Canções de Eu Tu Eles,Assum Preto
Gilberto Gil,As Canções de Eu Tu Eles,Pau-De-Arara
Gilberto Gil,As Canções de Eu Tu Eles,A Volta Da Asa Branca
Gilberto Gil,As Canções de Eu Tu Eles,O Amor Daqui De Casa
Gilberto Gil,As Canções de Eu Tu Eles,As Pegadas Do Amor
Gilberto Gil,As Canções de Eu Tu Eles,Lamento Sertanejo
Gilberto Gil,As Canções de Eu Tu Eles,Casinha Feliz
Gilberto Gil,Quanta Gente Veio Ver (Live),Introdução (Live)
Gilberto Gil,Quanta Gente Veio Ver (Live),Palco (Live)
Gilberto Gil,Quanta Gente Veio Ver (Live),Is This Love (Live)
Gilberto Gil,Quanta Gente Veio Ver (Live),Stir It Up (Live)
Gilberto Gil,Quanta Gente Veio Ver (Live),Refavela (Live)
Gilberto Gil,Quanta Gente Veio Ver (Live),Vendedor De Caranguejo (Live)
Gilberto Gil,Quanta Gente Veio Ver (Live),Quanta (Live)
Gilberto Gil,Quanta Gente Veio Ver (Live),Estrela (Live)
Gilberto Gil,Quanta Gente Veio Ver (Live),Pela Internet (Live)
Gilberto Gil,Quanta Gente Veio Ver (Live),Cérebro Eletrônico (Live)
Gilberto Gil,Quanta Gente Veio Ver (Live),Opachorô (Live)
Gilberto Gil,Quanta Gente Veio Ver (Live),Copacabana (Live)
Gilberto Gil,Quanta Gente Veio Ver (Live),A Novidade (Live)
Gilberto Gil,Quanta Gente Veio Ver (Live),Ghandi (Live)
Gilberto Gil,Quanta Gente Veio Ver (Live),De Ouro E Marfim (Live)
Gilberto Gil,Quanta Gente Veio ver--Bônus De Carnaval,Doce De Carnaval (Candy All)
Gilberto Gil,Quanta Gente Veio ver--Bônus De Carnaval,Lamento De Carnaval
Gilberto Gil,Quanta Gente Veio ver--Bônus De Carnaval,Pretinha
João Gilberto,,
Bebel Gilberto,,
Jorge Vercilo,,
Baby Consuelo,,
Ney Matogrosso,,
Luiz Melodia,,
Nando Reis,,
Pedro Luís & A Parede,,
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Instinto Colectivo
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Chapa o Coco
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Prostituta
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Eu So Queria Sumir
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Tres Reis
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Um Lugar ao Sol
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Batalha Naval
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Todo o Carnaval tem seu Fim
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Misterio do Samba
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Armadura
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Na Ladeira
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Carimbo
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Catimbo
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Funk de Bamba
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Chega no Suingue
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Mun-Ra
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Freestyle Love
Ed Motta,The Best of Ed Motta,Solução
Ed Motta,The Best of Ed Motta,Manuel
Ed Motta,The Best of Ed Motta,Entre E Ouça
Ed Motta,The Best of Ed Motta,Um Contrato Com Deus
Ed Motta,The Best of Ed Motta,Um Jantar Pra Dois
Ed Motta,The Best of Ed Motta,Vamos Dançar
Ed Motta,The Best of Ed Motta,Um Love
Ed Motta,The Best of Ed Motta,Seis Da Tarde
Ed Motta,The Best of Ed Motta,Baixo Rio
Ed Motta,The Best of Ed Motta,Sombras Do Meu Destino
Ed Motta,The Best of Ed Motta,Do You Have Other Loves?
Ed Motta,The Best of Ed Motta,Agora Que O Dia Acordou
Ed Motta,The Best of Ed Motta,Já!!!
Ed Motta,The Best of Ed Motta,A Rua
Banda Black Rio,,
Fernanda Porto,,
Os Cariocas,,
Elis Regina,Elis Regina-Minha História,O Bêbado e a Equilibrista
Elis Regina,Elis Regina-Minha História,O Mestre-Sala dos Mares
Elis Regina,Elis Regina-Minha História,Atrás da Porta
Elis Regina,Elis Regina-Minha História,"Dois Pra Lá, Dois Pra Cá"
Elis Regina,Elis Regina-Minha História,Casa no Campo
Elis Regina,Elis Regina-Minha História,Romaria
Elis Regina,Elis Regina-Minha História,"Alô, Alô, Marciano"
Elis Regina,Elis Regina-Minha História,Me Deixas Louca
Elis Regina,Elis Regina-Minha História,Fascinação
Elis Regina,Elis Regina-Minha História,Saudosa Maloca
Elis Regina,Elis Regina-Minha História,As Aparências Enganam
Elis Regina,Elis Regina-Minha História,Madalena
Elis Regina,Elis Regina-Minha História,Maria Rosa
Elis Regina,Elis Regina-Minha História,Aprendendo A Jogar
Milton Nascimento,Milton Nascimento Ao Vivo,Coração De Estudante
Milton Nascimento,Milton Nascimento Ao Vivo,A Noite Do Meu Bem
Milton Nascimento,Milton Nascimento Ao Vivo,Paisagem Na Janela
Milton Nascimento,Milton Nascimento Ao Vivo,Cuitelinho
Milton Nascimento,Milton Nascimento Ao Vivo,Caxangá
Milton Nascimento,Milton Nascimento Ao Vivo,Nos Bailes Da Vida
Milton Nascimento,Milton Nascimento Ao Vivo,Menestrel Das Alagoas
Milton Nascimento,Milton Nascimento Ao Vivo,Brasil
Milton Nascimento,Milton Nascimento Ao Vivo,Canção Do Novo Mundo
Milton Nascimento,Milton Nascimento Ao Vivo,Um Gosto De Sol
Milton Nascimento,Milton Nascimento Ao Vivo,Solar
Milton Nascimento,Milton Nascimento Ao Vivo,Para Lennon E McCartney
Milton Nascimento,Milton Nascimento Ao Vivo,"Maria, Maria"
Milton Nascimento,Minas,Minas
Milton Nascimento,Minas,"Fé Cega, Faca Amolada"
Milton Nascimento,Minas,Beijo Partido
Milton Nascimento,Minas,Saudade Dos Aviões Da Panair (Conversando No Bar)
Milton Nascimento,Minas,Gran Circo
Milton Nascimento,Minas,Ponta de Areia
Milton Nascimento,Minas,Trastevere
Milton Nascimento,Minas,Idolatrada
Milton Nascimento,Minas,Leila (Venha Ser Feliz)
Milton Nascimento,Minas,Paula E Bebeto
Milton Nascimento,Minas,Simples
Milton Nascimento,Minas,Norwegian Wood
Milton Nascimento,Minas,Caso Você Queira Saber
A Cor Do Som,,
Kid Abelha,,
Sandra De Sá,,
Jorge Ben,Jorge Ben Jor 25 Anos,Engenho De Dentro
Jorge Ben,Jorge Ben Jor 25 Anos,Alcohol
Jorge Ben,Jorge Ben Jor 25 Anos,Mama Africa
Jorge Ben,Jorge Ben Jor 25 Anos,Salve Simpatia
Jorge Ben,Jorge Ben Jor 25 Anos,W/Brasil (Chama O Síndico)
Jorge Ben,Jorge Ben Jor 25 Anos,País Tropical
Jorge Ben,Jorge Ben Jor 25 Anos,Os Alquimistas Estão Chegando
Jorge Ben,Jorge Ben Jor 25 Anos,Charles Anjo 45
Jorge Ben,Jorge Ben Jor 25 Anos,Selassiê
Jorge Ben,Jorge Ben Jor 25 Anos,Menina Sarará
Jorge Ben,Jorge Ben Jor 25 Anos,Que Maravilha
Jorge Ben,Jorge Ben Jor 25 Anos,Santa Clara Clareou
Jorge Ben,Jorge Ben Jor 25 Anos,Filho Maravilha
Jorge Ben,Jorge Ben Jor 25 Anos,Taj Mahal
Hermeto Pascoal,,
Barão Vermelho,,
"Edson, DJ Marky & DJ Patife Featuring Fernanda Porto",,
Metallica,Garage Inc. (Disc 1),Free Speech For The Dumb
Metallica,Garage Inc. (Disc 1),It's Electric
Metallica,Garage Inc. (Disc 1),Sabbra Cadabra
Metallica,Garage Inc. (Disc 1),Turn The Page
Metallica,Garage Inc. (Disc 1),Die Die My Darling
Metallica,Garage Inc. (Disc 1),Loverman
Metallica,Garage Inc. (Disc 1),Mercyful Fate
Metallica,Garage Inc. (Disc 1),Astronomy
Metallica,Garage Inc. (Disc 1),Whiskey In The Jar
Metallica,Garage Inc. (Disc 1),Tuesday's Gone
Metallica,Garage Inc. (Disc 1),The More I See
Metallica,Black Album,Enter Sandman
Metallica,Black Album,Sad But True
Metallica,Black Album,Holier Than Thou
Metallica,Black Album,The Unforgiven
Metallica,Black Album,Wherever I May Roam
Metallica,Black Album,Don't Tread On Me
Metallica,Black Album,Through The Never
Metallica,Black Album,Nothing Else Matters
Metallica,Black Album,Of Wolf And Man
Metallica,Black Album,The God That Failed
Metallica,Black Album,My Friend Of Misery
Metallica,Black Album,The Struggle Within
Metallica,Garage Inc. (Disc 2),Helpless
Metallica,Garage Inc. (Disc 2),The Small Hours
Metallica,Garage Inc. (Disc 2),The Wait
Metallica,Garage Inc. (Disc 2),Crash Course In Brain Surgery
Metallica,Garage Inc. (Disc 2),Last Caress/Green Hell
Metallica,Garage Inc. (Disc 2),Am I Evil?
Metallica,Garage Inc. (Disc 2),Blitzkrieg
Metallica,Garage Inc. (Disc 2),Breadfan
Metallica,Garage Inc. (Disc 2),The Prince
Metallica,Garage Inc. (Disc 2),Stone Cold Crazy
Metallica,Garage Inc. (Disc 2),So What
Metallica,Garage Inc. (Disc 2),Killing Time
Metallica,Garage Inc. (Disc 2),Overkill
Metallica,Garage Inc. (Disc 2),Damage Case
Metallica,Garage Inc. (Disc 2),Stone Dead Forever
Metallica,Garage Inc. (Disc 2),Too Late Too Late
Metallica,Kill 'Em All,Hit The Lights
Metallica,Kill 'Em All,The Four Horsemen
Metallica,Kill 'Em All,Motorbreath
Metallica,Kill 'Em All,Jump In The Fire
Metallica,Kill 'Em All,(Anesthesia) Pulling Teeth
Metallica,Kill 'Em All,Whiplash
Metallica,Kill 'Em All,Phantom Lord
Metallica,Kill 'Em All,No Remorse
Metallica,Kill 'Em All,Seek & Destroy
Metallica,Kill 'Em All,Metal Militia
Metallica,Load,Ain't My Bitch
Metallica,Load,2 X 4
Metallica,Load,The House Jack Built
Metallica,Load,Until It Sleeps
Metallica,Load,King Nothing
Metallica,Load,Hero Of The Day
Metallica,Load,Bleeding Me
Metallica,Load,Cure
Metallica,Load,Poor Twisted Me
Metallica,Load,Wasted My Hate
Metallica,Load,Mama Said
Metallica,Load,Thorn Within
Metallica,Load,Ronnie
Metallica,Load,The Outlaw Torn
Metallica,Master Of Puppets,Battery
Metallica,Master Of Puppets,Master Of Puppets
Metallica,Master Of Puppets,The Thing That Should Not Be
Metallica,Master Of Puppets,Welcome Home (Sanitarium)
Metallica,Master Of Puppets,Disposable Heroes
Metallica,Master Of Puppets,Leper Messiah
Metallica,Master Of Puppets,Orion
Metallica,Master Of Puppets,Damage Inc.
Metallica,ReLoad,Fuel
Metallica,ReLoad,The Memory Remains
Metallica,ReLoad,Devil's Dance
Metallica,ReLoad,The Unforgiven II
Metallica,ReLoad,Better Than You
Metallica,ReLoad,Slither
Metallica,ReLoad,Carpe Diem Baby
Metallica,ReLoad,Bad Seed
Metallica,ReLoad,Where The Wild Things Are
Metallica,ReLoad,Prince Charming
Metallica,ReLoad,Low Man's Lyric
Metallica,ReLoad,Attitude
Metallica,ReLoad,Fixxxer
Metallica,Ride The Lightning,Fight Fire With Fire
Metallica,Ride The Lightning,Ride The Lightning
Metallica,Ride The Lightning,For Whom The Bell Tolls
Metallica,Ride The Lightning,Fade To Black
Metallica,Ride The Lightning,Trapped Under Ice
Metallica,Ride The Lightning,Escape
Metallica,Ride The Lightning,Creeping Death
Metallica,Ride The Lightning,The Call Of Ktulu
Metallica,St. Anger,Frantic
Metallica,St. Anger,St. Anger
Metallica,St. Anger,Some Kind Of Monster
Metallica,St. Anger,Dirty Window
Metallica,St. Anger,Invisible Kid
Metallica,St. Anger,My World
Metallica,St. Anger,Shoot Me Again
Metallica,St. Anger,Sweet Amber
Metallica,St. Anger,The Unnamed Feeling
Metallica,St. Anger,Purify
Metallica,St. Anger,All Within My Hands
Metallica,...And Justice For All,Blackened
Metallica,...And Justice For All,...And Justice For All
Metallica,...And Justice For All,Eye Of The Beholder
Metallica,...And Justice For All,One
Metallica,...And Justice For All,The Shortest Straw
Metallica,...And Justice For All,Harvester Of Sorrow
Metallica,...And Justice For All,The Frayed Ends Of Sanity
Metallica,...And Justice For All,To Live Is To Die
Metallica,...And Justice For All,Dyers Eve
Queen,Greatest Hits II,A Kind Of Magic
Queen,Greatest Hits II,Under Pressure
Queen,Greatest Hits II,Radio GA GA
Queen,Greatest Hits II,I Want It All
Queen,Greatest Hits II,I Want To Break Free
Queen,Greatest Hits II,Innuendo
Queen,Greatest Hits II,It's A Hard Life
Queen,Greatest Hits II,Breakthru
Queen,Greatest Hits II,Who Wants To Live Forever
Queen,Greatest Hits II,Headlong
Queen,Greatest Hits II,The Miracle
Queen,Greatest Hits II,I'm Going Slightly Mad
Queen,Greatest Hits II,The Invisible Man
Queen,Greatest Hits II,Hammer To Fall
Queen,Greatest Hits II,Friends Will Be Friends
Queen,Greatest Hits II,The Show Must Go On
Queen,Greatest Hits II,One Vision
Queen,Greatest Hits I,Bohemian Rhapsody
Queen,Greatest Hits I,Another One Bites The Dust
Queen,Greatest Hits I,Killer Queen
Queen,Greatest Hits I,Fat Bottomed Girls
Queen,Greatest Hits I,Bicycle Race
Queen,Greatest Hits I,You're My Best Friend
Queen,Greatest Hits I,Don't Stop Me Now
Queen,Greatest Hits I,Save Me
Queen,Greatest Hits I,Crazy Little Thing Called Love
Queen,Greatest Hits I,Somebody To Love
Queen,Greatest Hits I,Now I'm Here
Queen,Greatest Hits I,Good Old-Fashioned Lover Boy
Queen,Greatest Hits I,Play The Game
Queen,Greatest Hits I,Flash
Queen,Greatest Hits I,Seven Seas Of Rhye
Queen,Greatest Hits I,We Will Rock You
Queen,Greatest Hits I,We Are The Champions
Queen,News Of The World,We Will Rock You
Queen,News Of The World,We Are The Champions
Queen,News Of The World,Sheer Heart Attack
Queen,News Of The World,"All Dead, All Dead"
Queen,News Of The World,Spread Your Wings
Queen,News Of The World,Fight From The Inside
Queen,News Of The World,"Get Down, Make Love"
Queen,News Of The World,Sleep On The Sidewalk
Queen,News Of The World,Who Needs You
Queen,News Of The World,It's Late
Queen,News Of The World,My Melancholy Blues
Kiss,Greatest Kiss,Detroit Rock City
Kiss,Greatest Kiss,Black Diamond
Kiss,Greatest Kiss,Hard Luck Woman
Kiss,Greatest Kiss,Sure Know Something
Kiss,Greatest Kiss,Love Gun
Kiss,Greatest Kiss,Deuce
Kiss,Greatest Kiss,Goin' Blind
Kiss,Greatest Kiss,Shock Me
Kiss,Greatest Kiss,Do You Love Me
Kiss,Greatest Kiss,She
Kiss,Greatest Kiss,I Was Made For Loving You
Kiss,Greatest Kiss,Shout It Out Loud
Kiss,Greatest Kiss,God Of Thunder
Kiss,Greatest Kiss,Calling Dr. Love
Kiss,Greatest Kiss,Beth
Kiss,Greatest Kiss,Strutter
Kiss,Greatest Kiss,Rock And Roll All Nite
Kiss,Greatest Kiss,Cold Gin
Kiss,Greatest Kiss,Plaster Caster
Kiss,Greatest Kiss,God Gave Rock 'n' Roll To You
Kiss,Unplugged [Live],Comin' Home
Kiss,Unplugged [Live],Plaster Caster
Kiss,Unplugged [Live],Goin' Blind
Kiss,Unplugged [Live],Do You Love Me
Kiss,Unplugged [Live],Domino
Kiss,Unplugged [Live],Sure Know Something
Kiss,Unplugged [Live],A World Without Heroes
Kiss,Unplugged [Live],Rock Bottom
Kiss,Unplugged [Live],See You Tonight
Kiss,Unplugged [Live],I Still Love You
Kiss,Unplugged [Live],Every Time I Look At You
Kiss,Unplugged [Live],"2,000 Man"
Kiss,Unplugged [Live],Beth
Kiss,Unplugged [Live],Nothin' To Lose
Kiss,Unplugged [Live],Rock And Roll All Nite
Spyro Gyra,Heart of the Night,Heart of the Night
Spyro Gyra,Heart of the Night,De La Luz
Spyro Gyra,Heart of the Night,Westwood Moon
Spyro Gyra,Heart of the Night,Midnight
Spyro Gyra,Heart of the Night,Playtime
Spyro Gyra,Heart of the Night,Surrender
Spyro Gyra,Heart of the Night,Valentino's
Spyro Gyra,Heart of the Night,Believe
Spyro Gyra,Heart of the Night,As We Sleep
Spyro Gyra,Heart of the Night,When Evening Falls
Spyro Gyra,Heart of the Night,J Squared
Spyro Gyra,Heart of the Night,Best Thing
Spyro Gyra,Morning Dance,Morning Dance
Spyro Gyra,Morning Dance,Jubilee
